date_day,tot
2020-01-01,44
2020-01-02,80
2020-01-03,36
2020-01-04,21
2020-01-05,17
2020-01-06,54
2020-01-07,56
2020-01-08,48
2020-01-09,30
2020-01-10,90
2020-01-11,58
2020-01-12,18
2020-01-13,78
2020-01-14,64
2020-01-15,72
2020-01-16,65
2020-01-17,45
2020-01-18,46
2020-01-19,35
2020-01-20,85
2020-01-21,110
2020-01-22,61
2020-01-23,17
2020-01-24,84
2020-01-25,49
2020-01-26,26
2020-01-27,61
2020-01-28,47
2020-01-29,55
2020-01-30,41
2020-01-31,59
2020-02-01,76
2020-02-02,30
2020-02-03,86
2020-02-04,82
2020-02-05,142
2020-02-06,49
2020-02-07,55
2020-02-08,37
2020-02-09,61
2020-02-10,37
2020-02-11,105
2020-02-12,58
2020-02-13,63
2020-02-14,111
2020-02-15,65
2020-02-16,52
2020-02-17,49
2020-02-18,77
2020-02-19,67
2020-02-20,42
2020-02-21,56
2020-02-22,40
2020-02-23,44
2020-02-24,73
2020-02-25,76
2020-02-26,103
2020-02-27,76
2020-02-28,49
2020-02-29,43
2020-03-01,28
2020-03-02,65
2020-03-03,144
2020-03-04,58
2020-03-05,85
2020-03-06,67
2020-03-07,138
2020-03-08,79
2020-03-09,60
2020-03-10,84
2020-03-11,94
2020-03-12,87
2020-03-13,75
2020-03-14,65
2020-03-15,34
2020-03-16,134
2020-03-17,54
2020-03-18,133
2020-03-19,46
2020-03-20,104
2020-03-21,96
2020-03-22,60
2020-03-23,108
2020-03-24,82
2020-03-25,135
2020-03-26,56
2020-03-27,67
2020-03-28,137
2020-03-29,96
2020-03-30,95
2020-03-31,109
2020-04-01,25
2020-04-02,37
2020-04-03,38
2020-04-04,46
2020-04-05,26
2020-04-06,55
2020-04-07,124
2020-04-08,49
2020-04-09,32
2020-04-10,84
2020-04-11,56
2020-04-12,40
2020-04-13,90
2020-04-14,79
2020-04-15,48
2020-04-16,36
2020-04-17,81
2020-04-18,30
2020-04-19,20
2020-04-20,57
2020-04-21,118
2020-04-22,68
2020-04-23,84
2020-04-24,66
2020-04-25,72
2020-04-26,37
2020-04-27,27
2020-04-28,66
2020-04-29,80
2020-04-30,21
2020-05-01,63
2020-05-02,60
2020-05-03,69
2020-05-04,89
2020-05-05,98
2020-05-06,50
2020-05-07,89
2020-05-08,47
2020-05-09,23
2020-05-10,34
2020-05-11,81
2020-05-12,78
2020-05-13,83
2020-05-14,122
2020-05-15,39
2020-05-16,15
2020-05-17,57
2020-05-18,97
2020-05-19,116
2020-05-20,79
2020-05-21,39
2020-05-22,43
2020-05-23,38
2020-05-24,35
2020-05-25,142
2020-05-26,92
2020-05-27,87
2020-05-28,106
2020-05-29,59
2020-05-30,33
2020-05-31,77
2020-06-01,104
2020-06-02,59
2020-06-03,80
2020-06-04,100
2020-06-05,113
2020-06-06,73
2020-06-07,73
2020-06-08,49
