date_day,tot
2020-01-01,22
2020-01-02,73
2020-01-03,44
2020-01-04,66
2020-01-05,61
2020-01-06,71
2020-01-07,92
2020-01-08,84
2020-01-09,49
2020-01-10,38
2020-01-11,49
2020-01-12,33
2020-01-13,165
2020-01-14,35
2020-01-15,114
2020-01-16,87
2020-01-17,76
2020-01-18,107
2020-01-19,37
2020-01-20,88
2020-01-21,47
2020-01-22,64
2020-01-23,35
2020-01-24,86
2020-01-25,181
2020-01-26,91
2020-01-27,73
2020-01-28,48
2020-01-29,67
2020-01-30,44
2020-01-31,58
2020-02-01,57
2020-02-02,40
2020-02-03,120
2020-02-04,38
2020-02-05,20
2020-02-06,61
2020-02-07,136
2020-02-08,63
2020-02-09,82
2020-02-10,121
2020-02-11,22
2020-02-12,46
2020-02-13,37
2020-02-14,37
2020-02-15,59
2020-02-16,60
2020-02-17,61
2020-02-18,37
2020-02-19,62
2020-02-20,98
2020-02-21,43
2020-02-22,59
2020-02-23,70
2020-02-24,94
2020-02-25,70
2020-02-26,61
2020-02-27,54
2020-02-28,67
2020-02-29,101
2020-03-01,55
2020-03-02,91
2020-03-03,53
2020-03-04,73
2020-03-05,67
2020-03-06,58
2020-03-07,140
2020-03-08,15
2020-03-09,115
2020-03-10,19
2020-03-11,93
2020-03-12,26
2020-03-13,58
2020-03-14,104
2020-03-15,26
2020-03-16,129
2020-03-17,56
2020-03-18,152
2020-03-19,94
2020-03-20,27
2020-03-21,122
2020-03-22,14
2020-03-23,82
2020-03-24,62
2020-03-25,70
2020-03-26,106
2020-03-27,29
2020-03-28,91
2020-03-29,37
2020-03-30,94
2020-03-31,28
2020-04-01,58
2020-04-02,58
2020-04-03,45
2020-04-04,103
2020-04-05,18
2020-04-06,75
2020-04-07,35
2020-04-08,135
2020-04-09,23
2020-04-10,32
2020-04-11,44
2020-04-12,23
2020-04-13,67
2020-04-14,52
2020-04-15,48
2020-04-16,84
2020-04-17,107
2020-04-18,82
2020-04-19,28
2020-04-20,119
2020-04-21,39
2020-04-22,113
2020-04-23,42
2020-04-24,85
2020-04-25,109
2020-04-26,51
2020-04-27,87
2020-04-28,27
2020-04-29,60
2020-04-30,42
2020-05-01,35
2020-05-02,39
2020-05-03,25
2020-05-04,104
2020-05-05,21
2020-05-06,58
2020-05-07,67
2020-05-08,64
2020-05-09,85
2020-05-10,16
2020-05-11,35
2020-05-12,21
2020-05-13,55
2020-05-14,66
2020-05-15,37
2020-05-16,108
2020-05-17,50
2020-05-18,87
2020-05-19,39
2020-05-20,44
2020-05-21,55
2020-05-22,19
2020-05-23,58
2020-05-24,21
2020-05-25,60
2020-05-26,42
2020-05-27,42
2020-05-28,56
2020-05-29,47
2020-05-30,41
2020-05-31,24
2020-06-01,73
2020-06-02,17
2020-06-03,16
2020-06-04,16
