date_day,tot
2020-01-01,225
2020-01-02,669
2020-01-03,556
2020-01-04,546
2020-01-05,386
2020-01-06,727
2020-01-07,494
2020-01-08,422
2020-01-09,658
2020-01-10,423
2020-01-11,579
2020-01-12,563
2020-01-13,510
2020-01-14,687
2020-01-15,444
2020-01-16,584
2020-01-17,518
2020-01-18,615
2020-01-19,518
2020-01-20,555
2020-01-21,643
2020-01-22,517
2020-01-23,648
2020-01-24,357
2020-01-25,466
2020-01-26,461
2020-01-27,739
2020-01-28,727
2020-01-29,538
2020-01-30,605
2020-01-31,489
2020-02-01,474
2020-02-02,634
2020-02-03,679
2020-02-04,590
2020-02-05,465
2020-02-06,533
2020-02-07,459
2020-02-08,482
2020-02-09,488
2020-02-10,627
2020-02-11,573
2020-02-12,521
2020-02-13,642
2020-02-14,403
2020-02-15,624
2020-02-16,538
2020-02-17,495
2020-02-18,535
2020-02-19,473
2020-02-20,566
2020-02-21,526
2020-02-22,441
2020-02-23,447
2020-02-24,644
2020-02-25,454
2020-02-26,553
2020-02-27,573
2020-02-28,418
2020-02-29,453
2020-03-01,438
2020-03-02,572
2020-03-03,658
2020-03-04,495
2020-03-05,443
2020-03-06,482
2020-03-07,542
2020-03-08,410
2020-03-09,629
2020-03-10,450
2020-03-11,472
2020-03-12,544
2020-03-13,499
2020-03-14,538
2020-03-15,473
2020-03-16,569
2020-03-17,534
2020-03-18,597
2020-03-19,488
2020-03-20,566
2020-03-21,481
2020-03-22,547
2020-03-23,503
2020-03-24,390
2020-03-25,561
2020-03-26,429
2020-03-27,514
2020-03-28,562
2020-03-29,382
2020-03-30,605
2020-03-31,498
2020-04-01,493
2020-04-02,446
2020-04-03,446
2020-04-04,424
2020-04-05,430
2020-04-06,531
2020-04-07,564
2020-04-08,442
2020-04-09,563
2020-04-10,417
2020-04-11,542
2020-04-12,479
2020-04-13,516
2020-04-14,493
2020-04-15,435
2020-04-16,483
2020-04-17,327
2020-04-18,458
2020-04-19,381
2020-04-20,505
2020-04-21,580
2020-04-22,555
2020-04-23,595
2020-04-24,401
2020-04-25,475
2020-04-26,534
2020-04-27,372
2020-04-28,385
2020-04-29,430
2020-04-30,414
2020-05-01,527
2020-05-02,493
2020-05-03,593
2020-05-04,907
2020-05-05,603
2020-05-06,518
2020-05-07,513
2020-05-08,604
2020-05-09,523
2020-05-10,454
2020-05-11,648
2020-05-12,541
2020-05-13,505
2020-05-14,673
2020-05-15,624
2020-05-16,846
2020-05-17,574
2020-05-18,731
2020-05-19,588
2020-05-20,545
2020-05-21,693
2020-05-22,644
2020-05-23,557
2020-05-24,387
2020-05-25,699
2020-05-26,496
2020-05-27,406
2020-05-28,372
2020-05-29,543
2020-05-30,443
2020-05-31,801
2020-06-01,616
2020-06-02,540
2020-06-03,549
2020-06-04,613
2020-06-05,535
2020-06-06,594
2020-06-07,564
2020-06-08,583
2020-06-09,531
2020-06-10,598
2020-06-11,698
2020-06-12,370
2020-06-13,585
2020-06-14,820
2020-06-15,729
2020-06-16,642
2020-06-17,509
2020-06-18,490
2020-06-19,521
2020-06-20,531
2020-06-21,553
2020-06-22,588
2020-06-23,637
2020-06-24,536
2020-06-25,544
2020-06-26,467
2020-06-27,686
2020-06-28,713
2020-06-29,748
2020-06-30,509
2020-07-01,548
2020-07-02,499
2020-07-03,492
2020-07-04,420
2020-07-05,397
2020-07-06,594
2020-07-07,643
2020-07-08,402
2020-07-09,602
2020-07-10,473
2020-07-11,538
2020-07-12,479
2020-07-13,542
2020-07-14,519
2020-07-15,405
2020-07-16,583
2020-07-17,447
2020-07-18,469
2020-07-19,451
2020-07-20,632
2020-07-21,532
2020-07-22,451
2020-07-23,610
2020-07-24,471
2020-07-25,534
2020-07-26,363
2020-07-27,527
2020-07-28,425
2020-07-29,518
2020-07-30,525
2020-07-31,381
2020-08-01,447
2020-08-02,450
2020-08-03,423
2020-08-04,549
2020-08-05,380
2020-08-06,673
2020-08-07,427
2020-08-08,454
2020-08-09,490
2020-08-10,607
2020-08-11,537
2020-08-12,395
2020-08-13,537
2020-08-14,467
2020-08-15,604
2020-08-16,518
2020-08-17,452
2020-08-18,446
2020-08-19,416
2020-08-20,492
2020-08-21,407
2020-08-22,535
2020-08-23,652
2020-08-24,451
2020-08-25,510
2020-08-26,374
2020-08-27,515
2020-08-28,408
2020-08-29,495
2020-08-30,454
2020-08-31,700
2020-09-01,505
2020-09-02,484
2020-09-03,593
2020-09-04,610
2020-09-05,489
2020-09-06,498
2020-09-07,716
2020-09-08,499
2020-09-09,441
2020-09-10,636
2020-09-11,523
2020-09-12,473
2020-09-13,427
2020-09-14,576
2020-09-15,549
2020-09-16,468
2020-09-17,500
2020-09-18,507
2020-09-19,619
2020-09-20,561
2020-09-21,591
2020-09-22,533
2020-09-23,563
2020-09-24,428
2020-09-25,581
2020-09-26,589
2020-09-27,534
2020-09-28,680
2020-09-29,610
2020-09-30,397
2020-10-01,652
2020-10-02,380
2020-10-03,413
2020-10-04,616
2020-10-05,489
2020-10-06,530
2020-10-07,465
2020-10-08,476
2020-10-09,533
2020-10-10,552
2020-10-11,416
2020-10-12,630
2020-10-13,565
2020-10-14,362
2020-10-15,419
2020-10-16,434
2020-10-17,468
2020-10-18,601
2020-10-19,565
2020-10-20,577
2020-10-21,457
2020-10-22,521
2020-10-23,527
2020-10-24,439
2020-10-25,446
2020-10-26,664
2020-10-27,427
2020-10-28,413
2020-10-29,651
2020-10-30,457
2020-10-31,333
2020-11-01,528
2020-11-02,711
2020-11-03,514
2020-11-04,599
2020-11-05,619
2020-11-06,656
2020-11-07,514
2020-11-08,613
2020-11-09,603
2020-11-10,467
2020-11-11,564
2020-11-12,506
2020-11-13,562
2020-11-14,566
2020-11-15,502
2020-11-16,792
2020-11-17,575
2020-11-18,639
2020-11-19,663
2020-11-20,605
2020-11-21,537
2020-11-22,488
2020-11-23,716
2020-11-24,668
2020-11-25,565
2020-11-26,468
2020-11-27,537
2020-11-28,627
2020-11-29,541
2020-11-30,779
2020-12-01,433
2020-12-02,483
2020-12-03,704
2020-12-04,390
2020-12-05,419
2020-12-06,557
2020-12-07,475
2020-12-08,474
2020-12-09,498
2020-12-10,474
2020-12-11,429
2020-12-12,543
2020-12-13,470
2020-12-14,684
2020-12-15,589
2020-12-16,489
2020-12-17,504
2020-12-18,682
2020-12-19,615
2020-12-20,593
2020-12-21,714
2020-12-22,483
2020-12-23,595
2020-12-24,625
2020-12-25,476
2020-12-26,445
2020-12-27,539
2020-12-28,561
2020-12-29,634
2020-12-30,516
2020-12-31,629
2021-01-01,749
2021-01-02,690
2021-01-03,723
2021-01-04,705
2021-01-05,782
2021-01-06,911
2021-01-07,750
2021-01-08,772
2021-01-09,916
2021-01-10,871
2021-01-11,900
2021-01-12,877
2021-01-13,801
2021-01-14,778
2021-01-15,744
2021-01-16,645
2021-01-17,626
2021-01-18,977
2021-01-19,669
2021-01-20,481
2021-01-21,696
2021-01-22,1133
2021-01-23,930
2021-01-24,727
2021-01-25,762
2021-01-26,1133
2021-01-27,701
2021-01-28,818
2021-01-29,992
2021-01-30,788
2021-01-31,609
2021-02-01,756
2021-02-02,689
2021-02-03,938
2021-02-04,900
2021-02-05,596
2021-02-06,601
2021-02-07,701
2021-02-08,688
2021-02-09,1071
2021-02-10,602
2021-02-11,793
2021-02-12,665
2021-02-13,637
2021-02-14,629
2021-02-15,779
2021-02-16,624
2021-02-17,724
2021-02-18,777
2021-02-19,805
2021-02-20,777
2021-02-21,759
2021-02-22,729
2021-02-23,976
2021-02-24,632
2021-02-25,779
2021-02-26,769
2021-02-27,696
2021-02-28,591
2021-03-01,851
2021-03-02,799
2021-03-03,827
2021-03-04,664
2021-03-05,598
2021-03-06,677
2021-03-07,827
2021-03-08,822
2021-03-09,983
2021-03-10,749
2021-03-11,572
2021-03-12,757
2021-03-13,650
2021-03-14,605
2021-03-15,886
2021-03-16,875
2021-03-17,857
2021-03-18,746
2021-03-19,680
2021-03-20,598
2021-03-21,782
2021-03-22,533
2021-03-23,954
2021-03-24,694
2021-03-25,721
2021-03-26,805
2021-03-27,888
2021-03-28,529
2021-03-29,899
2021-03-30,719
2021-03-31,624
2021-04-01,585
2021-04-02,898
2021-04-03,715
2021-04-04,759
2021-04-05,675
2021-04-06,1053
2021-04-07,918
2021-04-08,614
2021-04-09,861
2021-04-10,823
2021-04-11,873
2021-04-12,562
2021-04-13,746
2021-04-14,951
2021-04-15,579
2021-04-16,510
2021-04-17,705
2021-04-18,731
2021-04-19,823
2021-04-20,726
2021-04-21,715
2021-04-22,650
2021-04-23,759
2021-04-24,572
2021-04-25,667
2021-04-26,901
2021-04-27,705
2021-04-28,783
2021-04-29,664
2021-04-30,696
2021-05-01,673
2021-05-02,932
2021-05-03,785
2021-05-04,606
2021-05-05,656
2021-05-06,982
2021-05-07,917
2021-05-08,688
2021-05-09,849
2021-05-10,883
2021-05-11,824
2021-05-12,864
2021-05-13,754
2021-05-14,775
2021-05-15,704
2021-05-16,863
2021-05-17,581
2021-05-18,855
2021-05-19,576
2021-05-20,841
2021-05-21,985
2021-05-22,706
2021-05-23,900
2021-05-24,736
2021-05-25,914
2021-05-26,778
2021-05-27,654
2021-05-28,787
2021-05-29,669
2021-05-30,755
2021-05-31,662
2021-06-01,942
2021-06-02,913
2021-06-03,675
