date_day,tot
2020-01-01,8
2020-01-02,9
2020-01-03,21
2020-01-04,39
2020-01-05,9
2020-01-06,53
2020-01-07,53
2020-01-08,30
2020-01-09,15
2020-01-10,36
2020-01-11,12
2020-01-12,12
2020-01-13,63
2020-01-14,60
2020-01-15,12
2020-01-16,44
2020-01-17,32
2020-01-18,3
2020-01-19,20
2020-01-20,46
2020-01-21,44
2020-01-22,29
2020-01-23,23
2020-01-24,16
2020-01-25,14
2020-01-26,48
2020-01-27,62
2020-01-28,28
2020-01-29,42
2020-01-30,23
2020-01-31,5
2020-02-01,25
2020-02-02,6
2020-02-03,31
2020-02-04,57
2020-02-05,32
2020-02-06,14
2020-02-07,25
2020-02-08,7
2020-02-09,11
2020-02-10,56
2020-02-11,41
2020-02-12,18
2020-02-13,53
2020-02-14,18
2020-02-15,3
2020-02-16,41
2020-02-17,28
2020-02-18,26
2020-02-19,28
2020-02-20,37
2020-02-21,4
2020-02-22,9
2020-02-23,48
2020-02-24,59
2020-02-25,27
2020-02-26,35
2020-02-27,11
2020-02-28,7
2020-02-29,19
2020-03-01,20
2020-03-02,57
2020-03-03,47
2020-03-04,30
2020-03-05,5
2020-03-06,7
2020-03-07,6
2020-03-08,4
2020-03-09,42
2020-03-10,44
2020-03-11,28
2020-03-12,2
2020-03-13,34
2020-03-14,9
2020-03-15,0
2020-03-16,47
2020-03-17,39
2020-03-18,10
2020-03-19,17
2020-03-20,22
2020-03-21,2
2020-03-22,17
2020-03-23,61
2020-03-24,14
2020-03-25,18
2020-03-26,26
2020-03-27,5
2020-03-28,0
2020-03-29,17
2020-03-30,49
2020-03-31,18
2020-04-01,23
2020-04-02,8
2020-04-03,2
2020-04-04,2
2020-04-05,6
2020-04-06,25
2020-04-07,18
2020-04-08,2
2020-04-09,0
2020-04-10,16
2020-04-11,4
2020-04-12,6
2020-04-13,38
2020-04-14,15
2020-04-15,3
2020-04-16,9
2020-04-17,3
2020-04-18,10
2020-04-19,6
2020-04-20,61
2020-04-21,7
2020-04-22,12
2020-04-23,18
2020-04-24,6
2020-04-25,10
2020-04-26,8
2020-04-27,31
2020-04-28,10
2020-04-29,9
2020-04-30,4
2020-05-01,6
2020-05-02,18
2020-05-03,4
2020-05-04,38
2020-05-05,9
2020-05-06,2
2020-05-07,7
2020-05-08,8
2020-05-09,12
2020-05-10,8
2020-05-11,20
2020-05-12,2
2020-05-13,14
2020-05-14,8
2020-05-15,14
2020-05-16,0
2020-05-17,0
2020-05-18,6
2020-05-19,17
2020-05-20,20
2020-05-21,8
2020-05-22,16
2020-05-23,0
2020-05-24,6
2020-05-25,7
2020-05-26,19
2020-05-27,2
2020-05-28,16
2020-05-29,4
2020-05-30,18
2020-05-31,12
2020-06-01,21
2020-06-02,6
2020-06-03,0
2020-06-04,2
2020-06-05,26
2020-06-06,24
2020-06-07,4
2020-06-08,12
2020-06-09,2
2020-06-10,6
2020-06-11,12
2020-06-12,16
2020-06-13,8
2020-06-14,12
2020-06-15,2
