date_day,tot
2020-01-01,46
2020-01-02,94
2020-01-03,66
2020-01-04,150
2020-01-05,117
2020-01-06,93
2020-01-07,85
2020-01-08,72
2020-01-09,60
2020-01-10,100
2020-01-11,80
2020-01-12,55
2020-01-13,117
2020-01-14,122
2020-01-15,71
2020-01-16,43
2020-01-17,95
2020-01-18,60
2020-01-19,86
2020-01-20,58
2020-01-21,133
2020-01-22,74
2020-01-23,53
2020-01-24,88
2020-01-25,115
2020-01-26,102
2020-01-27,88
2020-01-28,121
2020-01-29,86
2020-01-30,68
2020-01-31,109
2020-02-01,66
2020-02-02,90
2020-02-03,69
2020-02-04,69
2020-02-05,48
2020-02-06,44
2020-02-07,54
2020-02-08,116
2020-02-09,83
2020-02-10,141
2020-02-11,148
2020-02-12,118
2020-02-13,54
2020-02-14,131
2020-02-15,91
2020-02-16,99
2020-02-17,95
2020-02-18,95
2020-02-19,217
2020-02-20,87
2020-02-21,133
2020-02-22,100
2020-02-23,90
2020-02-24,107
2020-02-25,145
2020-02-26,89
2020-02-27,67
2020-02-28,146
2020-02-29,119
2020-03-01,173
2020-03-02,68
2020-03-03,83
2020-03-04,181
2020-03-05,140
2020-03-06,162
2020-03-07,124
2020-03-08,106
2020-03-09,112
2020-03-10,87
2020-03-11,169
2020-03-12,83
2020-03-13,77
2020-03-14,147
2020-03-15,95
2020-03-16,98
2020-03-17,145
2020-03-18,167
2020-03-19,135
2020-03-20,136
2020-03-21,109
2020-03-22,55
2020-03-23,91
2020-03-24,159
2020-03-25,80
2020-03-26,49
2020-03-27,110
2020-03-28,124
2020-03-29,99
2020-03-30,90
2020-03-31,62
2020-04-01,115
2020-04-02,112
2020-04-03,97
2020-04-04,113
2020-04-05,74
2020-04-06,41
2020-04-07,139
2020-04-08,73
2020-04-09,75
2020-04-10,124
2020-04-11,89
2020-04-12,57
2020-04-13,50
2020-04-14,97
2020-04-15,63
2020-04-16,97
2020-04-17,67
2020-04-18,126
2020-04-19,76
2020-04-20,51
2020-04-21,54
2020-04-22,94
2020-04-23,68
2020-04-24,52
2020-04-25,103
2020-04-26,106
2020-04-27,138
2020-04-28,141
2020-04-29,62
2020-04-30,77
2020-05-01,168
2020-05-02,170
2020-05-03,98
2020-05-04,125
2020-05-05,96
2020-05-06,76
2020-05-07,193
2020-05-08,122
2020-05-09,178
2020-05-10,112
2020-05-11,186
2020-05-12,56
2020-05-13,63
2020-05-14,132
2020-05-15,89
2020-05-16,149
2020-05-17,110
2020-05-18,63
2020-05-19,150
2020-05-20,92
2020-05-21,161
2020-05-22,168
2020-05-23,62
2020-05-24,155
2020-05-25,139
2020-05-26,82
2020-05-27,68
2020-05-28,153
2020-05-29,93
2020-05-30,113
2020-05-31,73
2020-06-01,59
2020-06-02,87
2020-06-03,123
2020-06-04,137
2020-06-05,63
2020-06-06,104
2020-06-07,81
2020-06-08,73
2020-06-09,53
2020-06-10,65
2020-06-11,53
2020-06-12,44
2020-06-13,72
2020-06-14,22
2020-06-15,83
2020-06-16,52
2020-06-17,81
2020-06-18,106
2020-06-19,55
2020-06-20,70
2020-06-21,124
2020-06-22,138
2020-06-23,62
2020-06-24,110
2020-06-25,154
2020-06-26,29
2020-06-27,54
2020-06-28,74
2020-06-29,71
2020-06-30,30
2020-07-01,109
2020-07-02,47
2020-07-03,130
2020-07-04,88
2020-07-05,116
2020-07-06,109
2020-07-07,167
2020-07-08,165
2020-07-09,140
2020-07-10,27
2020-07-11,72
2020-07-12,129
2020-07-13,83
2020-07-14,232
2020-07-15,114
2020-07-16,106
2020-07-17,40
2020-07-18,169
2020-07-19,157
2020-07-20,98
2020-07-21,185
2020-07-22,13
2020-07-23,102
2020-07-24,158
2020-07-25,162
2020-07-26,52
2020-07-27,70
2020-07-28,131
2020-07-29,72
2020-07-30,106
2020-07-31,108
2020-08-01,61
2020-08-02,99
2020-08-03,99
2020-08-04,118
2020-08-05,68
2020-08-06,82
2020-08-07,108
2020-08-08,89
2020-08-09,116
2020-08-10,57
2020-08-11,102
2020-08-12,54
2020-08-13,98
2020-08-14,133
2020-08-15,72
2020-08-16,90
2020-08-17,87
2020-08-18,130
2020-08-19,130
2020-08-20,80
2020-08-21,49
2020-08-22,106
2020-08-23,89
2020-08-24,46
2020-08-25,87
2020-08-26,152
2020-08-27,86
2020-08-28,76
2020-08-29,122
2020-08-30,76
2020-08-31,133
2020-09-01,71
2020-09-02,77
2020-09-03,138
2020-09-04,163
2020-09-05,117
2020-09-06,67
2020-09-07,104
2020-09-08,48
2020-09-09,54
2020-09-10,72
2020-09-11,98
2020-09-12,72
2020-09-13,86
2020-09-14,145
2020-09-15,184
2020-09-16,83
2020-09-17,61
2020-09-18,83
2020-09-19,63
2020-09-20,172
2020-09-21,128
2020-09-22,83
2020-09-23,76
2020-09-24,156
2020-09-25,100
2020-09-26,73
2020-09-27,85
2020-09-28,109
2020-09-29,49
2020-09-30,74
2020-10-01,119
2020-10-02,141
2020-10-03,131
2020-10-04,90
2020-10-05,171
2020-10-06,119
2020-10-07,100
2020-10-08,187
2020-10-09,81
2020-10-10,119
2020-10-11,124
2020-10-12,55
2020-10-13,109
2020-10-14,132
2020-10-15,144
2020-10-16,95
2020-10-17,93
2020-10-18,91
2020-10-19,139
2020-10-20,82
2020-10-21,103
2020-10-22,139
2020-10-23,99
2020-10-24,184
2020-10-25,88
2020-10-26,132
2020-10-27,51
2020-10-28,88
2020-10-29,86
2020-10-30,49
2020-10-31,67
2020-11-01,102
2020-11-02,88
2020-11-03,116
2020-11-04,85
2020-11-05,64
2020-11-06,71
2020-11-07,63
2020-11-08,72
2020-11-09,75
2020-11-10,117
2020-11-11,66
2020-11-12,54
2020-11-13,96
2020-11-14,41
2020-11-15,53
2020-11-16,88
2020-11-17,90
2020-11-18,127
2020-11-19,55
2020-11-20,72
2020-11-21,111
2020-11-22,112
2020-11-23,73
2020-11-24,71
2020-11-25,55
2020-11-26,62
2020-11-27,93
2020-11-28,113
2020-11-29,108
2020-11-30,41
2020-12-01,44
2020-12-02,117
2020-12-03,67
2020-12-04,109
2020-12-05,122
2020-12-06,63
2020-12-07,136
2020-12-08,150
2020-12-09,163
2020-12-10,70
2020-12-11,142
2020-12-12,107
2020-12-13,53
2020-12-14,104
2020-12-15,120
2020-12-16,115
2020-12-17,111
2020-12-18,155
2020-12-19,40
2020-12-20,66
2020-12-21,128
2020-12-22,164
2020-12-23,123
2020-12-24,137
2020-12-25,108
2020-12-26,124
2020-12-27,91
2020-12-28,90
2020-12-29,164
2020-12-30,38
2020-12-31,96
2021-01-01,135
2021-01-02,146
2021-01-03,194
2021-01-04,93
2021-01-05,175
2021-01-06,166
2021-01-07,68
2021-01-08,207
2021-01-09,166
2021-01-10,393
2021-01-11,93
2021-01-12,189
2021-01-13,188
2021-01-14,207
2021-01-15,133
2021-01-16,164
2021-01-17,172
2021-01-18,369
2021-01-19,84
2021-01-20,183
2021-01-21,249
2021-01-22,320
2021-01-23,121
2021-01-24,236
2021-01-25,140
2021-01-26,235
2021-01-27,103
2021-01-28,114
2021-01-29,158
2021-01-30,263
2021-01-31,193
2021-02-01,201
2021-02-02,227
2021-02-03,263
2021-02-04,130
2021-02-05,236
2021-02-06,184
2021-02-07,149
2021-02-08,373
2021-02-09,206
2021-02-10,120
2021-02-11,380
2021-02-12,328
2021-02-13,226
2021-02-14,402
2021-02-15,98
2021-02-16,135
2021-02-17,95
2021-02-18,178
2021-02-19,191
2021-02-20,181
2021-02-21,172
2021-02-22,220
2021-02-23,160
2021-02-24,213
2021-02-25,178
2021-02-26,211
2021-02-27,90
2021-02-28,201
2021-03-01,175
2021-03-02,183
2021-03-03,70
2021-03-04,207
2021-03-05,166
2021-03-06,228
2021-03-07,178
2021-03-08,128
2021-03-09,247
2021-03-10,312
2021-03-11,131
2021-03-12,215
2021-03-13,90
2021-03-14,273
2021-03-15,50
2021-03-16,335
2021-03-17,382
2021-03-18,183
2021-03-19,217
2021-03-20,161
2021-03-21,102
2021-03-22,457
2021-03-23,182
2021-03-24,242
2021-03-25,152
2021-03-26,312
2021-03-27,212
2021-03-28,127
2021-03-29,200
2021-03-30,158
2021-03-31,242
2021-04-01,317
2021-04-02,102
2021-04-03,209
2021-04-04,228
2021-04-05,83
2021-04-06,156
2021-04-07,180
2021-04-08,112
2021-04-09,142
2021-04-10,320
2021-04-11,232
2021-04-12,86
2021-04-13,180
2021-04-14,271
2021-04-15,203
2021-04-16,242
2021-04-17,150
2021-04-18,139
2021-04-19,250
2021-04-20,118
2021-04-21,134
2021-04-22,156
2021-04-23,144
2021-04-24,195
2021-04-25,93
2021-04-26,208
2021-04-27,341
2021-04-28,134
2021-04-29,290
2021-04-30,180
2021-05-01,240
2021-05-02,124
2021-05-03,257
2021-05-04,82
2021-05-05,229
2021-05-06,120
2021-05-07,216
2021-05-08,216
2021-05-09,123
2021-05-10,235
2021-05-11,218
2021-05-12,102
2021-05-13,149
2021-05-14,159
2021-05-15,244
2021-05-16,243
2021-05-17,333
2021-05-18,135
2021-05-19,206
2021-05-20,244
2021-05-21,272
2021-05-22,159
2021-05-23,148
2021-05-24,206
2021-05-25,274
2021-05-26,100
2021-05-27,148
2021-05-28,299
2021-05-29,158
2021-05-30,223
2021-05-31,257
2021-06-01,111
2021-06-02,256
2021-06-03,127
2021-06-04,275
2021-06-05,125
2021-06-06,302
2021-06-07,199
2021-06-08,177
2021-06-09,214
2021-06-10,184
2021-06-11,179
2021-06-12,250
2021-06-13,159
2021-06-14,242
2021-06-15,132
2021-06-16,158
2021-06-17,146
2021-06-18,162
2021-06-19,203
2021-06-20,218
2021-06-21,175
2021-06-22,219
2021-06-23,196
2021-06-24,194
2021-06-25,227
2021-06-26,103
2021-06-27,181
2021-06-28,265
2021-06-29,173
2021-06-30,121
2021-07-01,204
2021-07-02,289
2021-07-03,100
2021-07-04,269
2021-07-05,246
2021-07-06,168
2021-07-07,205
2021-07-08,208
2021-07-09,379
2021-07-10,201
2021-07-11,215
2021-07-12,151
2021-07-13,371
2021-07-14,231
2021-07-15,205
2021-07-16,142
2021-07-17,273
2021-07-18,215
2021-07-19,219
2021-07-20,120
2021-07-21,131
2021-07-22,180
2021-07-23,333
2021-07-24,126
2021-07-25,188
2021-07-26,173
2021-07-27,212
2021-07-28,232
2021-07-29,258
2021-07-30,284
2021-07-31,150
2021-08-01,239
2021-08-02,284
2021-08-03,157
2021-08-04,200
2021-08-05,203
2021-08-06,154
2021-08-07,165
2021-08-08,144
2021-08-09,86
2021-08-10,248
2021-08-11,364
2021-08-12,111
2021-08-13,217
2021-08-14,193
2021-08-15,120
2021-08-16,213
2021-08-17,298
2021-08-18,193
2021-08-19,89
2021-08-20,240
2021-08-21,120
2021-08-22,240
2021-08-23,192
2021-08-24,206
2021-08-25,219
2021-08-26,135
2021-08-27,87
2021-08-28,145
2021-08-29,48
2021-08-30,174
2021-08-31,90
2021-09-01,141
2021-09-02,256
2021-09-03,131
2021-09-04,220
2021-09-05,225
2021-09-06,148
2021-09-07,234
2021-09-08,213
2021-09-09,149
2021-09-10,251
2021-09-11,100
2021-09-12,266
2021-09-13,107
2021-09-14,190
2021-09-15,236
2021-09-16,215
2021-09-17,338
2021-09-18,167
2021-09-19,313
2021-09-20,209
2021-09-21,380
2021-09-22,165
2021-09-23,169
2021-09-24,226
2021-09-25,288
2021-09-26,219
2021-09-27,172
2021-09-28,263
2021-09-29,163
2021-09-30,236
2021-10-01,184
2021-10-02,98
2021-10-03,174
2021-10-04,161
2021-10-05,352
2021-10-06,289
2021-10-07,283
2021-10-08,237
2021-10-09,193
2021-10-10,123
2021-10-11,294
2021-10-12,220
2021-10-13,48
2021-10-14,289
2021-10-15,231
2021-10-16,193
2021-10-17,324
2021-10-18,293
2021-10-19,222
2021-10-20,142
2021-10-21,184
2021-10-22,364
2021-10-23,237
2021-10-24,423
2021-10-25,237
2021-10-26,173
2021-10-27,311
2021-10-28,157
2021-10-29,182
2021-10-30,144
2021-10-31,151
2021-11-01,201
2021-11-02,101
2021-11-03,270
2021-11-04,274
2021-11-05,142
2021-11-06,197
2021-11-07,202
2021-11-08,110
2021-11-09,153
2021-11-10,83
2021-11-11,135
2021-11-12,206
2021-11-13,301
2021-11-14,177
2021-11-15,198
2021-11-16,272
2021-11-17,185
2021-11-18,111
2021-11-19,125
2021-11-20,219
2021-11-21,66
2021-11-22,286
2021-11-23,195
2021-11-24,203
2021-11-25,135
2021-11-26,121
2021-11-27,178
2021-11-28,196
2021-11-29,197
2021-11-30,254
2021-12-01,132
2021-12-02,223
2021-12-03,127
2021-12-04,218
2021-12-05,256
2021-12-06,74
2021-12-07,134
2021-12-08,187
2021-12-09,199
2021-12-10,155
2021-12-11,164
2021-12-12,303
2021-12-13,226
2021-12-14,215
2021-12-15,185
2021-12-16,100
2021-12-17,177
2021-12-18,438
2021-12-19,101
2021-12-20,198
2021-12-21,378
2021-12-22,157
2021-12-23,196
2021-12-24,310
2021-12-25,246
2021-12-26,200
2021-12-27,248
2021-12-28,351
2021-12-29,163
2021-12-30,122
2021-12-31,105
2022-01-01,20
2022-01-02,16
2022-01-03,18
2022-01-04,10
2022-01-05,14
2022-01-06,16
2022-01-07,12
2022-01-08,12
2022-01-09,16
2022-01-10,6
2022-01-11,6
2022-01-12,16
2022-01-13,18
2022-01-14,10
2022-01-15,20
2022-01-16,22
2022-01-17,20
2022-01-18,20
2022-01-19,18
2022-01-20,14
2022-01-21,30
2022-01-22,16
2022-01-23,22
2022-01-24,8
2022-01-25,14
2022-01-26,12
2022-01-27,24
2022-01-28,14
2022-01-29,18
2022-01-30,18
2022-01-31,14
2022-02-01,8
2022-02-02,14
2022-02-03,18
2022-02-04,4
2022-02-05,18
2022-02-06,14
2022-02-07,10
2022-02-08,10
2022-02-09,10
2022-02-10,24
2022-02-11,4
2022-02-12,12
2022-02-13,14
2022-02-14,12
2022-02-15,18
2022-02-16,14
2022-02-17,12
2022-02-18,2
2022-02-19,16
2022-02-20,24
2022-02-21,2
2022-02-22,10
2022-02-23,20
2022-02-24,18
2022-02-25,2
2022-02-26,8
2022-02-27,12
2022-02-28,10
2022-03-01,0
2022-03-02,22
2022-03-03,16
2022-03-04,0
2022-03-05,18
2022-03-06,8
2022-03-07,4
2022-03-08,4
2022-03-09,28
2022-03-10,16
2022-03-11,0
2022-03-12,18
2022-03-13,14
2022-03-14,8
2022-03-15,12
2022-03-16,14
2022-03-17,10
2022-03-18,0
2022-03-19,20
2022-03-20,2
2022-03-21,2
2022-03-22,12
2022-03-23,16
2022-03-24,12
2022-03-25,0
2022-03-26,32
2022-03-27,12
2022-03-28,6
2022-03-29,2
2022-03-30,12
2022-03-31,4
2022-04-01,6
2022-04-02,20
2022-04-03,10
2022-04-04,18
2022-04-05,18
2022-04-06,22
2022-04-07,18
2022-04-08,20
2022-04-09,16
2022-04-10,26
2022-04-11,18
2022-04-12,14
2022-04-13,14
2022-04-14,18
2022-04-15,16
2022-04-16,14
2022-04-17,10
2022-04-18,18
2022-04-19,20
2022-04-20,18
2022-04-21,8
2022-04-22,22
2022-04-23,26
2022-04-24,28
2022-04-25,6
2022-04-26,26
2022-04-27,24
2022-04-28,10
2022-04-29,14
2022-04-30,22
2022-05-01,4
2022-05-02,8
2022-05-03,2
2022-05-04,6
2022-05-05,2
2022-05-06,6
2022-05-07,4
2022-05-08,3
2022-05-09,14
2022-05-10,6
2022-05-11,9
2022-05-12,6
2022-05-13,8
2022-05-14,6
2022-05-15,2
2022-05-16,16
2022-05-17,2
2022-05-18,7
2022-05-19,4
2022-05-20,10
2022-05-21,5
2022-05-22,3
2022-05-23,12
2022-05-24,4
2022-05-25,5
2022-05-26,2
2022-05-27,8
2022-05-28,4
2022-05-29,2
2022-05-30,10
2022-05-31,2
2022-06-01,8
2022-06-02,16
2022-06-03,18
2022-06-04,22
2022-06-05,22
2022-06-06,24
2022-06-07,2
2022-06-08,28
2022-06-09,6
2022-06-10,20
2022-06-11,10
2022-06-12,20
2022-06-13,26
2022-06-14,24
2022-06-15,10
2022-06-16,12
2022-06-17,22
2022-06-18,14
2022-06-19,24
2022-06-20,2
2022-06-21,30
2022-06-22,26
2022-06-23,14
2022-06-24,10
2022-06-25,20
2022-06-26,4
2022-06-27,26
2022-06-28,12
2022-06-29,18
2022-06-30,16
2022-07-01,1
2022-07-02,4
2022-07-03,6
2022-07-04,2
2022-07-05,12
2022-07-06,32
2022-07-07,3
2022-07-08,1
2022-07-09,28
2022-07-10,10
2022-07-11,2
2022-07-12,8
