date_day,tot
2020-01-01,40
2020-01-02,123
2020-01-03,251
2020-01-04,115
2020-01-05,101
2020-01-06,137
2020-01-07,108
2020-01-08,129
2020-01-09,235
2020-01-10,208
2020-01-11,94
2020-01-12,107
2020-01-13,149
2020-01-14,72
2020-01-15,128
2020-01-16,250
2020-01-17,53
2020-01-18,132
2020-01-19,139
2020-01-20,163
2020-01-21,158
2020-01-22,92
2020-01-23,113
2020-01-24,113
2020-01-25,101
2020-01-26,143
2020-01-27,55
2020-01-28,155
2020-01-29,95
2020-01-30,92
2020-01-31,132
2020-02-01,201
2020-02-02,123
2020-02-03,282
2020-02-04,141
2020-02-05,41
2020-02-06,114
2020-02-07,125
2020-02-08,105
2020-02-09,140
2020-02-10,148
2020-02-11,68
2020-02-12,167
2020-02-13,156
2020-02-14,170
2020-02-15,99
2020-02-16,121
2020-02-17,105
2020-02-18,42
2020-02-19,99
2020-02-20,213
2020-02-21,98
2020-02-22,67
2020-02-23,139
2020-02-24,107
2020-02-25,96
2020-02-26,105
2020-02-27,231
2020-02-28,76
2020-02-29,100
2020-03-01,99
2020-03-02,74
2020-03-03,137
2020-03-04,125
2020-03-05,154
2020-03-06,74
2020-03-07,75
2020-03-08,132
2020-03-09,69
2020-03-10,55
2020-03-11,139
2020-03-12,120
2020-03-13,98
2020-03-14,122
2020-03-15,16
2020-03-16,143
2020-03-17,147
2020-03-18,154
2020-03-19,67
2020-03-20,92
2020-03-21,73
2020-03-22,147
2020-03-23,130
2020-03-24,156
2020-03-25,77
2020-03-26,114
2020-03-27,69
2020-03-28,114
2020-03-29,207
2020-03-30,173
2020-03-31,138
2020-04-01,109
2020-04-02,76
2020-04-03,99
2020-04-04,68
2020-04-05,87
2020-04-06,94
2020-04-07,61
2020-04-08,62
2020-04-09,121
2020-04-10,75
2020-04-11,83
2020-04-12,130
2020-04-13,103
2020-04-14,147
2020-04-15,47
2020-04-16,124
2020-04-17,115
2020-04-18,130
2020-04-19,70
2020-04-20,168
2020-04-21,86
2020-04-22,92
2020-04-23,74
2020-04-24,92
2020-04-25,51
2020-04-26,123
2020-04-27,116
2020-04-28,35
2020-04-29,114
2020-04-30,141
2020-05-01,68
2020-05-02,83
2020-05-03,110
2020-05-04,82
2020-05-05,90
2020-05-06,45
2020-05-07,110
2020-05-08,80
2020-05-09,159
2020-05-10,134
2020-05-11,87
2020-05-12,106
2020-05-13,57
2020-05-14,104
2020-05-15,66
2020-05-16,98
2020-05-17,97
2020-05-18,98
2020-05-19,72
2020-05-20,128
2020-05-21,99
2020-05-22,89
2020-05-23,106
2020-05-24,167
2020-05-25,114
2020-05-26,97
2020-05-27,101
2020-05-28,79
2020-05-29,92
2020-05-30,140
2020-05-31,105
2020-06-01,110
2020-06-02,38
2020-06-03,148
2020-06-04,59
2020-06-05,58
2020-06-06,62
2020-06-07,114
2020-06-08,61
2020-06-09,74
2020-06-10,84
2020-06-11,90
2020-06-12,93
2020-06-13,150
2020-06-14,124
2020-06-15,113
2020-06-16,66
2020-06-17,91
2020-06-18,126
2020-06-19,78
2020-06-20,103
2020-06-21,67
2020-06-22,58
2020-06-23,63
2020-06-24,73
2020-06-25,66
2020-06-26,38
2020-06-27,124
2020-06-28,76
2020-06-29,39
2020-06-30,86
2020-07-01,147
2020-07-02,41
2020-07-03,114
2020-07-04,22
2020-07-05,132
2020-07-06,98
2020-07-07,42
2020-07-08,163
2020-07-09,158
2020-07-10,88
2020-07-11,76
2020-07-12,154
2020-07-13,134
2020-07-14,33
2020-07-15,85
2020-07-16,144
2020-07-17,108
2020-07-18,79
2020-07-19,61
2020-07-20,148
2020-07-21,75
2020-07-22,98
2020-07-23,125
2020-07-24,83
2020-07-25,111
2020-07-26,161
2020-07-27,120
2020-07-28,66
2020-07-29,138
2020-07-30,181
2020-07-31,87
2020-08-01,126
2020-08-02,74
2020-08-03,141
2020-08-04,70
2020-08-05,75
2020-08-06,126
2020-08-07,44
2020-08-08,114
2020-08-09,148
2020-08-10,48
2020-08-11,113
2020-08-12,144
2020-08-13,180
2020-08-14,117
2020-08-15,48
2020-08-16,88
2020-08-17,103
2020-08-18,169
2020-08-19,128
2020-08-20,204
2020-08-21,79
2020-08-22,79
2020-08-23,84
2020-08-24,152
2020-08-25,105
2020-08-26,96
2020-08-27,233
2020-08-28,66
2020-08-29,126
2020-08-30,91
2020-08-31,103
2020-09-01,138
2020-09-02,109
2020-09-03,110
2020-09-04,106
2020-09-05,96
2020-09-06,164
2020-09-07,230
2020-09-08,113
2020-09-09,160
2020-09-10,84
2020-09-11,158
2020-09-12,154
2020-09-13,78
2020-09-14,89
2020-09-15,108
2020-09-16,49
2020-09-17,91
2020-09-18,142
2020-09-19,169
2020-09-20,85
2020-09-21,128
2020-09-22,164
2020-09-23,58
2020-09-24,273
2020-09-25,81
2020-09-26,81
2020-09-27,208
2020-09-28,276
2020-09-29,107
2020-09-30,89
2020-10-01,207
2020-10-02,178
2020-10-03,172
2020-10-04,111
2020-10-05,212
2020-10-06,79
2020-10-07,93
2020-10-08,264
2020-10-09,161
2020-10-10,161
2020-10-11,140
2020-10-12,176
2020-10-13,65
2020-10-14,86
2020-10-15,115
2020-10-16,92
2020-10-17,212
2020-10-18,179
2020-10-19,116
2020-10-20,61
2020-10-21,93
2020-10-22,80
2020-10-23,114
2020-10-24,200
2020-10-25,171
2020-10-26,191
2020-10-27,163
2020-10-28,158
2020-10-29,131
2020-10-30,67
2020-10-31,100
2020-11-01,134
2020-11-02,180
2020-11-03,148
2020-11-04,136
2020-11-05,83
2020-11-06,134
2020-11-07,115
2020-11-08,130
2020-11-09,130
2020-11-10,33
2020-11-11,131
2020-11-12,106
2020-11-13,63
2020-11-14,90
2020-11-15,68
2020-11-16,61
2020-11-17,99
2020-11-18,133
2020-11-19,134
2020-11-20,62
2020-11-21,193
2020-11-22,214
2020-11-23,87
2020-11-24,112
2020-11-25,72
2020-11-26,140
2020-11-27,170
2020-11-28,133
2020-11-29,134
2020-11-30,171
2020-12-01,78
2020-12-02,32
2020-12-03,131
2020-12-04,148
2020-12-05,93
2020-12-06,190
2020-12-07,122
2020-12-08,101
2020-12-09,118
2020-12-10,96
2020-12-11,41
2020-12-12,73
2020-12-13,76
2020-12-14,182
2020-12-15,101
2020-12-16,127
2020-12-17,153
2020-12-18,71
2020-12-19,117
2020-12-20,166
2020-12-21,109
2020-12-22,42
2020-12-23,134
2020-12-24,173
2020-12-25,99
2020-12-26,124
2020-12-27,87
2020-12-28,108
2020-12-29,125
2020-12-30,82
2020-12-31,152
2021-01-01,149
2021-01-02,152
2021-01-03,147
2021-01-04,186
2021-01-05,162
2021-01-06,113
2021-01-07,208
2021-01-08,77
2021-01-09,212
2021-01-10,221
2021-01-11,268
2021-01-12,281
2021-01-13,215
2021-01-14,269
2021-01-15,210
2021-01-16,230
2021-01-17,193
2021-01-18,227
2021-01-19,208
2021-01-20,108
2021-01-21,252
2021-01-22,38
2021-01-23,185
2021-01-24,310
2021-01-25,181
2021-01-26,126
2021-01-27,275
2021-01-28,318
2021-01-29,225
2021-01-30,315
2021-01-31,85
2021-02-01,180
2021-02-02,154
2021-02-03,153
2021-02-04,222
2021-02-05,74
2021-02-06,142
2021-02-07,193
2021-02-08,228
2021-02-09,128
2021-02-10,210
2021-02-11,137
2021-02-12,198
2021-02-13,203
2021-02-14,69
2021-02-15,149
2021-02-16,55
2021-02-17,201
2021-02-18,218
2021-02-19,173
2021-02-20,177
2021-02-21,93
2021-02-22,238
2021-02-23,228
2021-02-24,186
2021-02-25,152
2021-02-26,251
2021-02-27,218
2021-02-28,148
2021-03-01,164
2021-03-02,164
2021-03-03,198
2021-03-04,126
2021-03-05,105
2021-03-06,194
2021-03-07,100
2021-03-08,64
2021-03-09,214
2021-03-10,185
2021-03-11,240
2021-03-12,54
2021-03-13,167
2021-03-14,150
2021-03-15,141
2021-03-16,151
2021-03-17,74
2021-03-18,117
2021-03-19,160
2021-03-20,140
2021-03-21,154
2021-03-22,205
2021-03-23,285
2021-03-24,194
2021-03-25,122
2021-03-26,145
2021-03-27,283
2021-03-28,155
2021-03-29,184
2021-03-30,187
2021-03-31,101
2021-04-01,248
2021-04-02,212
2021-04-03,216
2021-04-04,72
2021-04-05,79
2021-04-06,191
2021-04-07,220
2021-04-08,99
2021-04-09,198
2021-04-10,122
2021-04-11,132
2021-04-12,211
2021-04-13,151
2021-04-14,165
2021-04-15,129
2021-04-16,124
2021-04-17,128
2021-04-18,184
2021-04-19,131
2021-04-20,102
2021-04-21,88
2021-04-22,149
2021-04-23,95
2021-04-24,153
2021-04-25,53
2021-04-26,85
2021-04-27,152
2021-04-28,92
2021-04-29,234
2021-04-30,129
2021-05-01,115
2021-05-02,69
2021-05-03,125
2021-05-04,91
2021-05-05,45
2021-05-06,122
2021-05-07,107
2021-05-08,211
2021-05-09,157
2021-05-10,176
2021-05-11,201
2021-05-12,120
2021-05-13,199
2021-05-14,133
2021-05-15,241
2021-05-16,121
2021-05-17,157
2021-05-18,102
2021-05-19,95
2021-05-20,156
2021-05-21,121
2021-05-22,193
2021-05-24,243
2021-05-25,57
2021-05-26,68
2021-05-27,176
2021-05-28,120
2021-05-29,149
2021-05-30,154
2021-05-31,109
2021-06-01,208
2021-06-02,154
2021-06-03,273
2021-06-04,112
2021-06-05,206
2021-06-06,157
2021-06-07,147
2021-06-08,96
2021-06-09,105
2021-06-10,177
2021-06-11,74
2021-06-12,151
2021-06-13,220
2021-06-14,195
2021-06-15,156
2021-06-16,118
2021-06-17,125
2021-06-18,109
2021-06-19,306
2021-06-20,134
2021-06-21,181
2021-06-22,213
2021-06-23,104
2021-06-24,186
2021-06-25,55
2021-06-26,111
2021-06-27,39
2021-06-28,138
2021-06-29,83
2021-06-30,50
2021-07-01,221
2021-07-02,126
2021-07-03,220
2021-07-04,76
2021-07-05,105
2021-07-06,283
2021-07-07,145
2021-07-08,164
2021-07-09,197
2021-07-10,210
2021-07-11,218
2021-07-12,63
2021-07-13,126
2021-07-14,208
2021-07-15,202
2021-07-16,160
2021-07-17,114
2021-07-18,213
2021-07-19,74
2021-07-20,177
2021-07-21,238
2021-07-22,177
2021-07-23,103
2021-07-24,157
2021-07-25,55
2021-07-26,265
2021-07-27,113
2021-07-28,143
2021-07-29,153
2021-07-30,201
2021-07-31,176
2021-08-01,147
2021-08-02,196
2021-08-03,159
2021-08-04,164
2021-08-05,262
2021-08-06,116
2021-08-07,79
2021-08-08,126
2021-08-09,190
2021-08-10,233
2021-08-11,115
2021-08-12,314
2021-08-13,85
2021-08-14,208
2021-08-15,160
2021-08-16,149
2021-08-17,98
2021-08-18,81
2021-08-19,104
2021-08-20,91
2021-08-21,193
2021-08-22,223
2021-08-23,117
2021-08-24,140
2021-08-25,123
2021-08-26,188
2021-08-27,146
2021-08-28,153
2021-08-29,135
2021-08-30,161
2021-08-31,174
2021-09-01,178
2021-09-02,209
2021-09-03,270
2021-09-04,102
2021-09-05,112
2021-09-06,205
2021-09-07,206
2021-09-08,204
2021-09-09,253
2021-09-10,165
2021-09-11,133
2021-09-12,171
2021-09-13,112
2021-09-14,184
2021-09-15,200
2021-09-16,243
2021-09-17,156
2021-09-18,276
2021-09-19,213
2021-09-20,319
2021-09-21,169
2021-09-22,207
2021-09-23,295
2021-09-24,142
2021-09-25,122
2021-09-26,331
2021-09-27,219
2021-09-28,229
2021-09-29,129
2021-09-30,243
2021-10-01,150
2021-10-02,107
2021-10-03,224
2021-10-04,163
2021-10-05,81
2021-10-06,111
2021-10-07,202
2021-10-08,75
2021-10-09,117
2021-10-10,43
2021-10-11,309
2021-10-12,198
2021-10-13,77
2021-10-14,144
2021-10-15,125
2021-10-16,164
2021-10-17,139
2021-10-18,124
2021-10-19,134
2021-10-20,189
2021-10-21,223
2021-10-22,125
2021-10-23,253
2021-10-24,94
2021-10-25,91
2021-10-26,127
2021-10-27,169
2021-10-28,110
2021-10-29,141
2021-10-30,201
2021-10-31,133
2021-11-01,179
2021-11-02,172
2021-11-03,256
2021-11-04,151
2021-11-05,147
2021-11-06,201
2021-11-07,173
2021-11-08,90
2021-11-09,163
2021-11-10,220
2021-11-11,234
2021-11-12,120
2021-11-13,139
2021-11-14,269
2021-11-15,242
2021-11-16,142
2021-11-17,141
2021-11-18,73
2021-11-19,119
2021-11-20,88
2021-11-21,281
2021-11-22,172
2021-11-23,252
2021-11-24,287
2021-11-25,110
2021-11-26,93
2021-11-27,109
2021-11-28,146
2021-11-29,291
2021-11-30,177
2021-12-01,169
2021-12-02,333
2021-12-03,91
2021-12-04,128
2021-12-05,138
2021-12-06,325
2021-12-07,151
2021-12-08,215
2021-12-09,295
2021-12-10,46
2021-12-11,150
2021-12-12,149
2021-12-13,116
2021-12-14,106
2021-12-15,176
2021-12-16,59
2021-12-17,119
