date_day,tot
2020-01-01,27
2020-01-02,82
2020-01-03,95
2020-01-04,169
2020-01-05,90
2020-01-06,148
2020-01-07,38
2020-01-08,69
2020-01-09,121
2020-01-10,19
2020-01-11,103
2020-01-12,38
2020-01-13,86
2020-01-14,66
2020-01-15,83
2020-01-16,89
2020-01-17,64
2020-01-18,71
2020-01-19,100
2020-01-20,101
2020-01-21,70
2020-01-22,114
2020-01-23,67
2020-01-24,53
2020-01-25,53
2020-01-26,60
2020-01-27,139
2020-01-28,68
2020-01-29,104
2020-01-30,64
2020-01-31,41
2020-02-01,93
2020-02-02,107
2020-02-03,110
2020-02-04,50
2020-02-05,93
2020-02-06,110
2020-02-07,51
2020-02-08,104
2020-02-09,65
2020-02-10,62
2020-02-11,48
2020-02-12,93
2020-02-13,43
2020-02-14,57
2020-02-15,57
2020-02-16,91
2020-02-17,52
2020-02-18,57
2020-02-19,87
2020-02-20,76
2020-02-21,56
2020-02-22,81
2020-02-23,88
2020-02-24,100
2020-02-25,79
2020-02-26,96
2020-02-27,81
2020-02-28,74
2020-02-29,115
2020-03-01,102
2020-03-02,92
2020-03-03,62
2020-03-04,106
2020-03-05,84
2020-03-06,123
2020-03-07,232
2020-03-08,88
2020-03-09,94
2020-03-10,80
2020-03-11,185
2020-03-12,25
2020-03-13,88
2020-03-14,140
2020-03-15,50
2020-03-16,79
2020-03-17,101
2020-03-18,86
2020-03-19,116
2020-03-20,97
2020-03-21,197
2020-03-22,132
2020-03-23,117
2020-03-24,60
2020-03-25,127
2020-03-26,148
2020-03-27,92
2020-03-28,54
2020-03-29,52
2020-03-30,122
2020-03-31,98
2020-04-01,92
2020-04-02,108
2020-04-03,66
2020-04-04,144
2020-04-05,77
2020-04-06,131
2020-04-07,74
2020-04-08,135
2020-04-09,71
2020-04-10,48
2020-04-11,123
2020-04-12,90
2020-04-13,75
2020-04-14,72
2020-04-15,91
2020-04-16,65
2020-04-17,43
2020-04-18,75
2020-04-19,48
2020-04-20,103
2020-04-21,45
2020-04-22,65
2020-04-23,63
2020-04-24,94
2020-04-25,200
2020-04-26,36
2020-04-27,101
2020-04-28,86
2020-04-29,118
2020-04-30,45
2020-05-01,36
2020-05-02,119
2020-05-03,68
2020-05-04,65
2020-05-05,96
2020-05-06,86
2020-05-07,89
2020-05-08,30
2020-05-09,149
2020-05-10,55
2020-05-11,135
2020-05-12,34
2020-05-13,124
2020-05-14,97
2020-05-15,53
2020-05-16,128
2020-05-17,39
2020-05-18,49
2020-05-19,52
2020-05-20,106
2020-05-21,77
2020-05-22,82
2020-05-23,102
2020-05-24,53
2020-05-25,64
2020-05-26,55
2020-05-27,35
2020-05-28,84
2020-05-29,41
2020-05-30,74
2020-05-31,45
2020-06-01,126
2020-06-02,83
2020-06-03,98
2020-06-04,117
2020-06-05,64
2020-06-06,169
2020-06-07,56
2020-06-08,164
