date_day,tot
2020-01-01,43
2020-01-02,211
2020-01-03,142
2020-01-04,121
2020-01-05,59
2020-01-06,152
2020-01-07,127
2020-01-08,118
2020-01-09,140
2020-01-10,103
2020-01-11,129
2020-01-12,141
2020-01-13,178
2020-01-14,85
2020-01-15,119
2020-01-16,95
2020-01-17,73
2020-01-18,46
2020-01-19,144
2020-01-20,89
2020-01-21,95
2020-01-22,68
2020-01-23,199
2020-01-24,85
2020-01-25,113
2020-01-26,121
2020-01-27,18
2020-01-28,74
2020-01-29,128
2020-01-30,172
2020-01-31,96
2020-02-01,120
2020-02-02,40
2020-02-03,103
2020-02-04,45
2020-02-05,55
2020-02-06,89
2020-02-07,68
2020-02-08,58
2020-02-09,68
2020-02-10,89
2020-02-11,62
2020-02-12,108
2020-02-13,160
2020-02-14,125
2020-02-15,98
2020-02-16,147
2020-02-17,167
2020-02-18,97
2020-02-19,105
2020-02-20,92
2020-02-21,116
2020-02-22,141
2020-02-23,87
2020-02-24,73
2020-02-25,119
2020-02-26,98
2020-02-27,123
2020-02-28,95
2020-02-29,105
2020-03-01,195
2020-03-02,206
2020-03-03,64
2020-03-04,45
2020-03-05,212
2020-03-06,134
2020-03-07,145
2020-03-08,148
2020-03-09,200
2020-03-10,98
2020-03-11,70
2020-03-12,122
2020-03-13,56
2020-03-14,122
2020-03-15,155
2020-03-16,103
2020-03-17,50
2020-03-18,79
2020-03-19,97
2020-03-20,78
2020-03-21,115
2020-03-22,94
2020-03-23,51
2020-03-24,83
2020-03-25,88
2020-03-26,161
2020-03-27,131
2020-03-28,77
2020-03-29,91
2020-03-30,122
2020-03-31,66
2020-04-01,122
2020-04-02,146
2020-04-03,134
2020-04-04,171
2020-04-05,75
2020-04-06,51
2020-04-07,168
2020-04-08,131
2020-04-09,109
2020-04-10,48
2020-04-11,104
2020-04-12,141
2020-04-13,158
2020-04-14,137
2020-04-15,154
2020-04-16,154
2020-04-17,104
2020-04-18,80
2020-04-19,177
2020-04-20,192
2020-04-21,137
2020-04-22,109
2020-04-23,178
2020-04-24,58
2020-04-25,102
2020-04-26,198
2020-04-27,123
2020-04-28,78
2020-04-29,156
2020-04-30,116
2020-05-01,122
2020-05-02,108
2020-05-03,118
2020-05-04,99
2020-05-05,111
2020-05-06,92
2020-05-07,121
2020-05-08,105
2020-05-09,30
2020-05-10,133
2020-05-11,166
2020-05-12,111
2020-05-13,93
2020-05-14,276
2020-05-15,147
2020-05-16,97
2020-05-17,62
2020-05-18,136
2020-05-19,167
2020-05-20,142
2020-05-21,112
2020-05-22,163
2020-05-23,41
2020-05-24,63
2020-05-25,159
2020-05-26,78
2020-05-27,173
2020-05-28,228
2020-05-29,110
2020-05-30,136
2020-05-31,236
2020-06-01,118
2020-06-02,75
2020-06-03,78
2020-06-04,152
2020-06-05,132
2020-06-06,49
2020-06-07,79
2020-06-08,171
2020-06-09,111
2020-06-10,63
2020-06-11,186
2020-06-12,71
2020-06-13,64
2020-06-14,59
2020-06-15,210
2020-06-16,195
2020-06-17,67
2020-06-18,85
2020-06-19,115
2020-06-20,210
2020-06-21,157
2020-06-22,127
2020-06-23,104
2020-06-24,103
2020-06-25,127
2020-06-26,119
2020-06-27,149
2020-06-28,189
2020-06-29,268
2020-06-30,134
2020-07-01,169
2020-07-02,130
2020-07-03,125
2020-07-04,87
2020-07-05,95
2020-07-06,155
2020-07-07,134
2020-07-08,157
2020-07-09,180
2020-07-10,95
2020-07-11,59
2020-07-12,112
2020-07-13,223
2020-07-14,165
2020-07-15,219
2020-07-16,120
2020-07-17,73
2020-07-18,70
2020-07-19,83
2020-07-20,120
2020-07-21,112
2020-07-22,87
2020-07-23,134
2020-07-24,155
2020-07-25,133
2020-07-26,85
2020-07-27,161
2020-07-28,80
2020-07-29,70
2020-07-30,105
2020-07-31,106
2020-08-01,176
2020-08-02,98
2020-08-03,103
2020-08-04,39
2020-08-05,60
2020-08-06,115
2020-08-07,12
2020-08-08,46
2020-08-09,120
2020-08-10,127
2020-08-11,87
2020-08-12,89
2020-08-13,75
2020-08-14,110
2020-08-15,81
2020-08-16,106
2020-08-17,72
2020-08-18,81
2020-08-19,97
2020-08-20,134
2020-08-21,56
2020-08-22,83
2020-08-23,64
2020-08-24,144
2020-08-25,87
2020-08-26,111
2020-08-27,141
2020-08-28,117
2020-08-29,112
2020-08-30,124
2020-08-31,99
2020-09-01,48
2020-09-02,126
2020-09-03,94
2020-09-04,55
2020-09-05,137
2020-09-06,139
2020-09-07,75
2020-09-08,68
2020-09-09,100
2020-09-10,74
2020-09-11,63
2020-09-12,81
2020-09-13,182
2020-09-14,46
2020-09-15,97
2020-09-16,87
2020-09-17,130
2020-09-18,61
2020-09-19,58
2020-09-20,122
2020-09-21,105
2020-09-22,91
2020-09-23,106
2020-09-24,35
2020-09-25,84
2020-09-26,173
2020-09-27,136
2020-09-28,100
2020-09-29,59
2020-09-30,71
2020-10-01,136
2020-10-02,130
2020-10-03,82
2020-10-04,83
